"","Unique_ID","Date","Time_Start","Latitude","Longitude","Type_of_observation","Common_name","Scientific_name","Family","Genus","Species"
"16018",26054,"2015/10/29 00:00:00+00","1899/12/30 20:30:00+00",-37.4123,144.5403,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16019",26055,"2015/10/29 00:00:00+00","1899/12/30 20:30:00+00",-37.4123,144.5403,"Frog census (AVW code)","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"16020",26056,"2015/10/29 00:00:00+00","1899/12/30 20:30:00+00",-37.4123,144.5403,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16021",26050,"2015/10/29 00:00:00+00","1899/12/30 21:40:00+00",-37.40165,144.5314,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16022",26051,"2015/10/29 00:00:00+00","1899/12/30 21:40:00+00",-37.40165,144.5314,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16029",26048,"2015/10/29 00:00:00+00","1899/12/30 20:40:00+00",-37.27003,144.4056,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16030",26049,"2015/10/29 00:00:00+00","1899/12/30 21:00:00+00",-37.40165,144.5314,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16036",26057,"2015/10/30 00:00:00+00","1899/12/30 10:40:00+00",-37.666989,144.768198,"Frog census (AVW code)","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"16037",26058,"2015/10/31 00:00:00+00","1899/12/30 22:00:00+00",-37.3548,144.1307,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16038",26059,"2015/10/31 00:00:00+00","1899/12/30 22:00:00+00",-37.3548,144.1307,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16039",26060,"2015/10/31 00:00:00+00","1899/12/30 22:00:00+00",-37.3548,144.1307,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16040",26062,"2015/10/31 00:00:00+00","1899/12/30 23:30:00+00",-37.48248,145.1227,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16041",26063,"2015/10/31 00:00:00+00","1899/12/30 23:30:00+00",-37.48248,145.1227,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16049",26071,"2015/11/04 00:00:00+00","1899/12/30 07:10:00+00",-37.44127,144.5233,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16050",26072,"2015/11/04 00:00:00+00","1899/12/30 07:10:00+00",-37.44127,144.5233,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16051",26089,"2015/11/05 00:00:00+00","1899/12/30 21:30:00+00",-37.4123,144.5403,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16052",26090,"2015/11/05 00:00:00+00","1899/12/30 21:30:00+00",-37.4123,144.5403,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16053",26091,"2015/11/05 00:00:00+00","1899/12/30 21:30:00+00",-37.4123,144.5403,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16054",26092,"2015/11/05 00:00:00+00","1899/12/30 21:30:00+00",-37.4123,144.5403,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16055",26078,"2015/11/05 00:00:00+00","1899/12/30 22:20:00+00",-37.40165,144.5314,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16056",26079,"2015/11/05 00:00:00+00","1899/12/30 22:20:00+00",-37.40165,144.5314,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16057",26080,"2015/11/05 00:00:00+00","1899/12/30 22:20:00+00",-37.40165,144.5314,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16058",26073,"2015/11/05 00:00:00+00","1899/12/30 22:05:00+00",-37.40165,144.5314,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16059",26074,"2015/11/05 00:00:00+00","1899/12/30 22:05:00+00",-37.40165,144.5314,"Frog census (AVW code)","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"16060",26076,"2015/11/05 00:00:00+00","1899/12/30 22:05:00+00",-37.40165,144.5314,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16061",26077,"2015/11/05 00:00:00+00","1899/12/30 22:05:00+00",-37.40165,144.5314,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16064",26081,"2015/11/05 00:00:00+00","1899/12/30 18:00:00+00",-37.881889,144.73808,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16065",26082,"2015/11/05 00:00:00+00","1899/12/30 17:00:00+00",-37.899355,145.278007,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16066",26083,"2015/11/05 00:00:00+00","1899/12/30 17:00:00+00",-37.899355,145.278007,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16067",26084,"2015/11/05 00:00:00+00","1899/12/30 21:00:00+00",-37.627808,145.282415,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16068",26085,"2015/11/05 00:00:00+00","1899/12/30 21:00:00+00",-37.627808,145.282415,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16069",26086,"2015/11/05 00:00:00+00","1899/12/30 21:00:00+00",-37.627808,145.282415,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16070",26087,"2015/11/05 00:00:00+00","1899/12/30 21:00:00+00",-37.627808,145.282415,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16071",26088,"2015/11/05 00:00:00+00","1899/12/30 21:00:00+00",-37.627808,145.282415,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16072",26093,"2015/11/05 00:00:00+00","1899/12/30 20:00:00+00",-37.86559,144.8849,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16073",26094,"2015/11/05 00:00:00+00","1899/12/30 20:00:00+00",-37.86559,144.8849,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16074",26095,"2015/11/05 00:00:00+00","1899/12/30 20:00:00+00",-37.86559,144.8849,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16075",26096,"2015/11/05 00:00:00+00","1899/12/30 20:00:00+00",-37.86559,144.8849,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16076",26097,"2015/11/05 00:00:00+00","1899/12/30 21:00:00+00",-37.85872,144.8739,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16077",26098,"2015/11/06 00:00:00+00","1899/12/30 11:50:00+00",-37.927138,145.060332,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16078",26099,"2015/11/06 00:00:00+00","1899/12/30 11:50:00+00",-37.927138,145.060332,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16079",26103,"2015/11/07 00:00:00+00","1899/12/30 21:00:00+00",-37.903029,145.012614,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16080",26100,"2015/11/07 00:00:00+00","1899/12/30 22:45:00+00",-37.858591,144.728217,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16081",26101,"2015/11/07 00:00:00+00","1899/12/30 22:45:00+00",-37.858591,144.728217,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16082",26102,"2015/11/07 00:00:00+00","1899/12/30 22:45:00+00",-37.858591,144.728217,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16083",26106,"2015/11/08 00:00:00+00","1899/12/30 12:40:00+00",-37.4123,144.5403,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16084",26107,"2015/11/08 00:00:00+00","1899/12/30 12:40:00+00",-37.4123,144.5403,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16085",26108,"2015/11/08 00:00:00+00","1899/12/30 12:40:00+00",-37.4123,144.5403,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16086",26104,"2015/11/08 00:00:00+00","1899/12/30 21:25:00+00",-37.634268,144.769193,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16087",26105,"2015/11/08 00:00:00+00","1899/12/30 21:25:00+00",-37.634268,144.769193,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16097",26121,"2015/11/09 00:00:00+00","1899/12/30 20:45:00+00",-37.56557,145.2145,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16098",26122,"2015/11/09 00:00:00+00","1899/12/30 20:45:00+00",-37.56557,145.2145,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16099",26123,"2015/11/09 00:00:00+00","1899/12/30 20:45:00+00",-37.56557,145.2145,"Frog census (AVW code)","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"16100",26124,"2015/11/09 00:00:00+00","1899/12/30 20:45:00+00",-37.56557,145.2145,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16101",26125,"2015/11/09 00:00:00+00","1899/12/30 20:45:00+00",-37.56557,145.2145,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16111",26148,"2015/11/11 00:00:00+00","1899/12/30 20:30:00+00",-37.57507,145.0133,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16112",26152,"2015/11/11 00:00:00+00","1899/12/30 20:30:00+00",-37.57507,145.0133,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16113",26153,"2015/11/11 00:00:00+00","1899/12/30 20:30:00+00",-37.57507,145.0133,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16114",26154,"2015/11/11 00:00:00+00","1899/12/30 20:30:00+00",-37.57507,145.0133,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16115",26143,"2015/11/11 00:00:00+00","1899/12/30 22:42:00+00",-37.37293,145.0702,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16116",26144,"2015/11/11 00:00:00+00","1899/12/30 22:42:00+00",-37.37293,145.0702,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16117",26145,"2015/11/11 00:00:00+00","1899/12/30 22:42:00+00",-37.37293,145.0702,"Frog census (AVW code)","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"16118",26146,"2015/11/11 00:00:00+00","1899/12/30 22:42:00+00",-37.37293,145.0702,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16119",26139,"2015/11/11 00:00:00+00","1899/12/30 22:07:00+00",-37.38031,145.0631,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16120",26140,"2015/11/11 00:00:00+00","1899/12/30 22:07:00+00",-37.38031,145.0631,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16121",26141,"2015/11/11 00:00:00+00","1899/12/30 22:07:00+00",-37.38031,145.0631,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16122",26142,"2015/11/11 00:00:00+00","1899/12/30 22:07:00+00",-37.38031,145.0631,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16124",26150,"2015/11/11 00:00:00+00","1899/12/30 21:45:00+00",-37.57524,145.0159,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16125",26151,"2015/11/11 00:00:00+00","1899/12/30 21:45:00+00",-37.57524,145.0159,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16126",26147,"2015/11/11 00:00:00+00","1899/12/30 21:30:00+00",-37.57306,145.0143,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16127",26149,"2015/11/11 00:00:00+00","1899/12/30 21:30:00+00",-37.57306,145.0143,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16129",26156,"2015/11/12 00:00:00+00","1899/12/30 20:30:00+00",-37.44487,144.554,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16130",26157,"2015/11/12 00:00:00+00","1899/12/30 20:30:00+00",-37.44487,144.554,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16131",26161,"2015/11/13 00:00:00+00","1899/12/30 14:55:00+00",-38.04694,144.5078,"Frog census (AVW code)","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"16132",26163,"2015/11/13 00:00:00+00","1899/12/30 14:55:00+00",-38.04694,144.5078,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16133",26158,"2015/11/13 00:00:00+00","1899/12/30 22:30:00+00",-37.888592,144.619553,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16134",26159,"2015/11/13 00:00:00+00","1899/12/30 22:30:00+00",-37.888592,144.619553,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16135",26160,"2015/11/13 00:00:00+00","1899/12/30 17:00:00+00",-37.951267,145.251765,"Frog census (AVW code)","Eastern Sign-bearing Froglet","Crinia parinsignifera","Myobatrachidae","Crinia","parinsignifera"
"16136",26162,"2015/11/13 00:00:00+00","1899/12/30 17:00:00+00",-37.951267,145.251765,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16138",26165,"2015/11/14 00:00:00+00","1899/12/30 08:40:00+00",-37.57573,145.0524,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16139",26166,"2015/11/14 00:00:00+00","1899/12/30 08:40:00+00",-37.57573,145.0524,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16165",26192,"2015/11/18 00:00:00+00","1899/12/30 21:35:00+00",-37.38568,144.4629,"Frog census (AVW code)","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"16183",26210,"2015/11/20 00:00:00+00","1899/12/30 21:00:00+00",-38.39338,145.0382,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16184",26211,"2015/11/20 00:00:00+00","1899/12/30 21:00:00+00",-38.39338,145.0382,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16185",26212,"2015/11/20 00:00:00+00","1899/12/30 21:00:00+00",-38.39338,145.0382,"Frog census (AVW code)","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"16186",26214,"2015/11/22 00:00:00+00","1899/12/30 20:40:00+00",-37.48256,145.1216,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16187",26215,"2015/11/22 00:00:00+00","1899/12/30 20:40:00+00",-37.48256,145.1216,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16188",26221,"2015/11/24 00:00:00+00","1899/12/30 22:42:00+00",-37.37293,145.0702,"Frog census (AVW code)","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"16189",26222,"2015/11/24 00:00:00+00","1899/12/30 22:42:00+00",-37.37293,145.0702,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16190",26217,"2015/11/24 00:00:00+00","1899/12/30 22:00:00+00",-37.38031,145.0631,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16191",26218,"2015/11/24 00:00:00+00","1899/12/30 22:00:00+00",-37.38031,145.0631,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16192",26219,"2015/11/24 00:00:00+00","1899/12/30 22:00:00+00",-37.38031,145.0631,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16193",26220,"2015/11/24 00:00:00+00","1899/12/30 22:00:00+00",-37.38031,145.0631,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16194",26223,"2015/11/24 00:00:00+00","1899/12/30 20:45:00+00",-37.44487,144.554,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16195",26224,"2015/11/24 00:00:00+00","1899/12/30 20:45:00+00",-37.44487,144.554,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16198",26228,"2015/11/30 00:00:00+00","1899/12/30 22:50:00+00",-37.48256,145.1216,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16199",26229,"2015/11/30 00:00:00+00","1899/12/30 22:50:00+00",-37.48256,145.1216,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16203",26235,"2015/12/04 00:00:00+00","1899/12/30 10:00:00+00",-37.71131,144.3152,"Frog census (AVW code)","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"16207",26242,"2015/12/09 00:00:00+00","1899/12/30 20:30:00+00",-37.57507,145.0133,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16208",26243,"2015/12/09 00:00:00+00","1899/12/30 20:30:00+00",-37.57507,145.0133,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16209",26244,"2015/12/09 00:00:00+00","1899/12/30 20:30:00+00",-37.57507,145.0133,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16210",26246,"2015/12/09 00:00:00+00","1899/12/30 18:18:00+00",-37.71722,144.9085,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16211",26241,"2015/12/09 00:00:00+00","1899/12/30 21:30:00+00",-37.57306,145.0143,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16224",26260,"2015/12/22 00:00:00+00","1899/12/30 13:30:00+00",-38.047196,144.50613,"Incidental","Growling Grass Frog","Litoria raniformis","Hylidae","Litoria","raniformis"
"16225",26261,"2015/12/29 00:00:00+00","1899/12/30 11:50:00+00",-37.6641,144.7678,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16232",26270,"2016/01/05 00:00:00+00","1899/12/30 16:50:00+00",-37.57507,145.0133,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16233",26271,"2016/01/05 00:00:00+00","1899/12/30 16:50:00+00",-37.57507,145.0133,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16234",26272,"2016/01/05 00:00:00+00","1899/12/30 16:50:00+00",-37.57507,145.0133,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16235",26273,"2016/01/05 00:00:00+00","1899/12/30 16:50:00+00",-37.57507,145.0133,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16236",26274,"2016/01/05 00:00:00+00","1899/12/30 16:50:00+00",-37.57507,145.0133,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16237",26275,"2016/01/05 00:00:00+00","1899/12/30 16:50:00+00",-37.57507,145.0133,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16266",26302,"2016/01/13 00:00:00+00","1899/12/30 21:03:00+00",-37.57507,145.0133,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16267",26303,"2016/01/13 00:00:00+00","1899/12/30 21:03:00+00",-37.57507,145.0133,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16268",26306,"2016/01/13 00:00:00+00","1899/12/30 21:03:00+00",-37.57507,145.0133,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16269",26307,"2016/01/13 00:00:00+00","1899/12/30 21:03:00+00",-37.57507,145.0133,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16317",26323,"2016/01/29 00:00:00+00","1899/12/30 23:30:00+00",-38.06779,145.4606,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16318",26324,"2016/01/29 00:00:00+00","1899/12/30 23:30:00+00",-38.06779,145.4606,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16319",26325,"2016/01/30 00:00:00+00","1899/12/30 08:00:00+00",-37.881925,144.640946,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16320",26326,"2016/01/30 00:00:00+00","1899/12/30 08:00:00+00",-37.881925,144.640946,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16321",26332,"2016/02/01 00:00:00+00","1899/12/30 17:00:00+00",-37.2585,144.662,"Frog census (AVW code)","Whistling Tree Frog","Litoria verreauxii verreauxii","Hylidae","Litoria","verreauxii verreauxii"
"16322",26331,"2016/02/01 00:00:00+00","1899/12/30 13:00:00+00",-38.20599,145.1158,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16323",26327,"2016/02/01 00:00:00+00","1899/12/30 22:30:00+00",-37.709337,145.183546,"Frog census (AVW code)","Striped Marsh Frog","Limnodynastes peronii","Myobatrachidae","Limnodynastes","peronii"
"16324",26328,"2016/02/01 00:00:00+00","1899/12/30 22:30:00+00",-37.709337,145.183546,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
"16325",26329,"2016/02/01 00:00:00+00","1899/12/30 22:30:00+00",-37.709337,145.183546,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16326",26330,"2016/02/01 00:00:00+00","1899/12/30 22:30:00+00",-37.709337,145.183546,"Frog census (AVW code)","Eastern Banjo Frog","Limnodynastes dumerilii","Myobatrachidae","Limnodynastes","dumerilii"
"16334",26340,"2016/02/05 00:00:00+00","1899/12/30 17:30:00+00",-37.88436,144.673,"Frog census (AVW code)","Peron's Tree Frog","Litoria peronii","Hylidae","Litoria","peronii"
"16335",26341,"2016/02/05 00:00:00+00","1899/12/30 17:30:00+00",-37.88436,144.673,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16365",28678,"2016/02/10 00:00:00+00","1899/12/30 20:30:00+00",-37.57507,145.0133,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16366",28729,"2016/02/10 00:00:00+00","1899/12/30 20:30:00+00",-37.57507,145.0133,"Frog census (AVW code)","Spotted Marsh Frog","Limnodynastes tasmaniensis","Myobatrachidae","Limnodynastes","tasmaniensis"
"16377",26377,"2016/02/15 00:00:00+00","1899/12/30 11:40:00+00",-37.2869,144.7782,"Frog census (AVW code)","Eastern Common Froglet","Crinia signifera","Myobatrachidae","Crinia","signifera"
"16395",26395,"2016/02/19 00:00:00+00","1899/12/30 14:05:00+00",-37.2869,144.7782,"Frog census (AVW code)","Eastern Sign-bearing Froglet","Crinia parinsignifera","Myobatrachidae","Crinia","parinsignifera"
"16482",26454,"2016/03/04 00:00:00+00","1899/12/30 11:30:00+00",-38.27306,145.0711,"Frog census (AVW code)","Southern Brown Tree Frog","Litoria ewingii","Hylidae","Litoria","ewingii"
